AMOUNT__C,BROKER_STATUS__C,BROKER_TIER__C,CLIENT_RISK_RATING__C,CREDIT_SCORE_BORROWER_2__C,CREDIT_SCORE__C,CURRENT_TERM_IN_MONTHS__C,EMPLOYMENT_STATUS_BORROWER_2__C,EMPLOYMENT_STATUS__C,GLOBAL_DEBT_SERVICING_RATIO__C,LOAN_ID__C,INTEREST_RATE__C,LOAN_TO_VALUE__C,MORTGAGE_POSITION__C,MORTGAGE_PURPOSE__C,OCCUPANCY_TYPE__C,PROPERTY_TYPE__C,SELF_EMPLOYED__C,STAGE__C,TOTAL_DEBT_SERVICING_RATIO__C
1220668,Approved,Non Key Account,4,657,649,17,Pension,Contract,21.4,a006g000002FD9zAAG,5.27,46,1,Refinance,Owner,Single,FALSE,Declined,83.7
758731,Approved,Non Key Account,4,754,836,36,Hourly,Salary,78.9,a006g000002FDA0AAO,6.5,18,1,Purchase,Rent To Own,Row,FALSE,Declined,100
1311943,Approved,Non Key Account,3,594,897,34,Commissions,Other,23.9,a006g000002FDA1AAO,5.78,41,2,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,99.2
1402662,Approved,Non Key Account,5,652,696,54,Other,Contract,59.6,a006g000002FDA2AAO,4.38,66,1,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,62.8
1304809,Approved,Non Key Account,3,896,787,50,Other,Contract,85.9,a006g000002FDA3AAO,7.37,49,3,Refinance,Rent To Own,Apartment Low Rise,FALSE,Declined,91.1
941617,Approved,Key Account,4,754,853,43,Commissions,Contract,12.4,a006g000002FDA4AAO,6.9,78,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Approved,41.4
530240,Approved,Key Account,4,728,705,14,Salary,Pension,87.7,a006g000002FDA5AAO,7.5,73,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,92.4
943894,Approved,Key Account,3,898,435,29,Contract,Commissions,43.3,a006g000002FDA6AAO,6.67,40,2,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,51.8
899440,Approved,Non Key Account,2,676,716,20,Other,Pension,18.5,a006g000002FDA7AAO,5.89,80,1,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,63.9
556374,Approved,Non Key Account,3,596,774,48,Contract,Salary,69.1,a006g000002FDA8AAO,9.81,56,1,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Approved,95.7
627979,Approved,Non Key Account,3,457,774,20,Self-employed,Hourly,73.7,a006g000002FDA9AAO,5.59,38,1,Equity Takeout,Owner,Semi-detached,FALSE,Declined,93.4
313894,Watch List,Non Key Account,4,736,504,24,Pension,Pension,25.5,a006g000002FDAAAA4,4.93,18,1,Equity Takeout,Rent To Own,Apartment High Rise,FALSE,Declined,38.8
1369975,Approved,Non Key Account,4,632,647,15,Pension,Pension,29.1,a006g000002FDABAA4,9.92,7,2,Equity Takeout,Owner,Single,FALSE,Declined,66.8
1289693,Watch List,Non Key Account,5,523,426,57,Hourly,Commissions,15.4,a006g000002FDACAA4,5.5,23,2,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,62
1166398,Approved,Key Account,4,740,645,30,Contract,Salary,12.5,a006g000002FDADAA4,9.95,65,2,Equity Takeout,Rental,Single,FALSE,Declined,28.5
625082,Approved,Key Account,4,727,545,40,Contract,Salary,83.6,a006g000002FDAEAA4,5.19,63,1,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,99
808215,Approved,Non Key Account,4,633,439,38,Contract,Other,80.6,a006g000002FDAFAA4,4.53,63,2,Refinance,Owner,Semi-detached,FALSE,Declined,97.7
790007,Watch List,Key Account,4,510,762,51,Salary,Hourly,53.1,a006g000002FDAGAA4,6.13,42,1,Purchase Rent to Own,Owner,Row,FALSE,Declined,82.1
636197,Watch List,Non Key Account,4,482,775,47,Pension,Self-employed,25.3,a006g000002FDAHAA4,4.89,68,1,Refinance for Debt Consolidation,Owner,Semi-detached,TRUE,Declined,88
260912,Approved,Non Key Account,5,535,813,44,Hourly,Other,56.4,a006g000002FDAIAA4,7.21,16,1,Purchase Rent to Own,Rental,Single,FALSE,Declined,61.6
853308,Approved,Key Account,3,623,722,59,Self-employed,Contract,40.6,a006g000002FDAJAA4,4.3,58,3,Refinance for Debt Consolidation,Rental,Single,FALSE,Declined,96.2
1240346,Deactivated,Key Account,4,610,722,1,Contract,Salary,40,a006g000002FDAKAA4,6.97,29,3,Refinance,Rental,Single,FALSE,Declined,69.2
1305403,Watch List,Key Account,2,572,771,2,Other,Other,47.5,a006g000002FDALAA4,9.81,5,1,Refinance,Rental,Apartment Low Rise,FALSE,Declined,64.3
725039,Approved,Key Account,5,475,833,51,Self-employed,Hourly,22.3,a006g000002FDAMAA4,9.78,62,1,Equity Takeout,Owner,Single,FALSE,Declined,30.9
718633,Deactivated,Non Key Account,3,615,591,43,Commissions,Other,13.6,a006g000002FDANAA4,9.09,32,2,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,40.7
506523,Approved,Key Account,4,833,819,0,Commissions,Salary,9.7,a006g000002FDAOAA4,6.02,71,1,Refinance for Debt Consolidation,Owner,Single,FALSE,Declined,79.9
1379030,Approved,Key Account,4,442,590,31,Hourly,Self-employed,92.1,a006g000002FDAPAA4,4.94,48,3,Refinance,Rental,Single,TRUE,Declined,94.4
1470523,Approved,Key Account,5,419,490,39,Contract,Commissions,61.8,a006g000002FDAQAA4,4.36,59,2,Purchase Rent to Own,Rental,Semi-detached,FALSE,Declined,79.1
647076,Approved,Key Account,4,779,556,58,Pension,Other,8.4,a006g000002FDARAA4,5.82,7,2,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,28.6
967890,Approved,Key Account,4,872,760,40,Self-employed,Salary,3.4,a006g000002FDASAA4,4.59,49,2,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,45.8
1148027,Deactivated,Non Key Account,3,444,677,33,Salary,Other,14.3,a006g000002FDATAA4,5.3,8,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Declined,41.1
1139233,Approved,Key Account,3,713,667,35,Salary,Hourly,49,a006g000002FDAUAA4,8.03,33,2,Purchase Rent to Own,Rent To Own,Row,FALSE,Approved,83.1
131837,Approved,Non Key Account,5,672,509,25,Self-employed,Salary,37.9,a006g000002FDAVAA4,9.02,8,1,Refinance,Owner,Row,FALSE,Declined,63.6
1275908,Watch List,Key Account,5,652,553,16,Salary,Self-employed,96.4,a006g000002FDAWAA4,5.08,35,1,Refinance for Debt Consolidation,Rental,Apartment Low Rise,TRUE,Declined,97.2
603966,Approved,Key Account,3,863,629,25,Salary,Hourly,51.6,a006g000002FDAXAA4,9.08,66,1,Purchase,Rental,Row,FALSE,Declined,54.7
839052,Approved,Non Key Account,2,881,715,28,Commissions,Pension,16.2,a006g000002FDAYAA4,6.52,7,2,Purchase,Rental,Apartment Low Rise,FALSE,Declined,36.5
473285,Watch List,Key Account,4,802,657,1,Salary,Self-employed,47.9,a006g000002FDAZAA4,5.29,39,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,TRUE,Declined,60
692668,Watch List,Key Account,3,794,674,33,Contract,Pension,54.1,a006g000002FDAaAAO,9.02,11,3,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Declined,61.2
1013760,Approved,Key Account,2,592,645,28,Self-employed,Salary,17.9,a006g000002FDAbAAO,6.13,72,3,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,18.5
652695,Approved,Key Account,3,515,614,41,Salary,Commissions,59.7,a006g000002FDAcAAO,7.12,57,2,Refinance,Rent To Own,Apartment High Rise,FALSE,Declined,77.8
194545,Approved,Non Key Account,5,817,437,34,Other,Other,17.1,a006g000002FDAdAAO,7.2,28,1,Equity Takeout,Owner,Single,FALSE,Declined,60.9
737069,Watch List,Key Account,4,687,485,58,Hourly,Pension,79.4,a006g000002FDAeAAO,5.45,75,3,Refinance,Rental,Apartment High Rise,FALSE,Declined,99.1
785151,Watch List,Key Account,3,584,580,43,Self-employed,Contract,48.1,a006g000002FDAfAAO,4.26,68,3,Purchase Rent to Own,Rental,Single,FALSE,Declined,92.9
506919,Approved,Key Account,2,886,862,8,Salary,Contract,11.2,a006g000002FDAgAAO,6.71,76,2,Refinance,Owner,Semi-detached,FALSE,Declined,38
709385,Approved,Key Account,3,769,597,1,Contract,Self-employed,74.9,a006g000002FDAhAAO,4.91,5,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,TRUE,Declined,97.2
1210679,Approved,Non Key Account,4,531,739,40,Pension,Salary,19.3,a006g000002FDAiAAO,6.95,49,2,Refinance for Debt Consolidation,Rent To Own,Semi-detached,FALSE,Declined,94.6
209063,Approved,Non Key Account,4,811,616,4,Self-employed,Hourly,3.5,a006g000002FDAjAAO,9.4,29,1,Refinance,Rental,Apartment Low Rise,FALSE,Approved,41.4
634628,Approved,Non Key Account,3,896,697,23,Commissions,Other,83,a006g000002FDAkAAO,4.99,74,1,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,90.1
825617,Approved,Key Account,4,496,711,58,Contract,Self-employed,39.6,a006g000002FDAlAAO,9.43,79,2,Purchase Rent to Own,Owner,Semi-detached,TRUE,Declined,40.9
1288420,Watch List,Non Key Account,5,798,602,26,Pension,Self-employed,85.2,a006g000002FDAmAAO,4.94,47,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,TRUE,Declined,90.2
938870,Watch List,Key Account,2,612,620,58,Contract,Salary,69.4,a006g000002FDAnAAO,8.2,35,3,Equity Takeout,Rent To Own,Single,FALSE,Declined,99.1
1134800,Deactivated,Key Account,5,688,442,56,Commissions,Self-employed,4.3,a006g000002FDAoAAO,4.63,73,1,Equity Takeout,Rent To Own,Row,TRUE,Declined,76.8
575649,Approved,Key Account,3,812,580,52,Commissions,Hourly,86.8,a006g000002FDApAAO,4.81,61,3,Equity Takeout,Owner,Single,FALSE,Approved,97.7
441024,Approved,Key Account,4,700,777,29,Other,Commissions,0.6,a006g000002FDAqAAO,7.45,7,2,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,15.7
959428,Deactivated,Key Account,4,426,449,52,Commissions,Commissions,97.2,a006g000002FDArAAO,9.63,62,3,Purchase,Rental,Single,FALSE,Declined,99.8
776411,Approved,Non Key Account,4,793,836,40,Self-employed,Other,6.3,a006g000002FDAsAAO,8.31,77,1,Purchase,Rental,Apartment High Rise,FALSE,Declined,29.9
692943,Deactivated,Key Account,3,799,520,0,Other,Hourly,20.6,a006g000002FDAtAAO,7.34,10,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Declined,31.6
306825,Approved,Key Account,4,886,418,39,Pension,Salary,34,a006g000002FDAuAAO,6.59,70,2,Refinance,Rental,Apartment Low Rise,FALSE,Declined,90.8
910271,Approved,Non Key Account,5,514,528,29,Self-employed,Contract,72.6,a006g000002FDAvAAO,6.82,26,2,Equity Takeout,Rental,Single,FALSE,Declined,88.1
602486,Approved,Key Account,4,823,861,38,Other,Pension,81.1,a006g000002FDAwAAO,4.71,32,2,Equity Takeout,Owner,Row,FALSE,Declined,81.3
1199044,Approved,Non Key Account,5,655,731,37,Contract,Self-employed,34.8,a006g000002FDAxAAO,9.76,69,2,Purchase,Owner,Single,TRUE,Declined,37
849750,Approved,Key Account,3,693,673,51,Pension,Salary,91.1,a006g000002FDAyAAO,4.21,51,1,Refinance,Rental,Single,FALSE,Declined,99.2
1157585,Watch List,Key Account,2,428,702,40,Pension,Salary,16.1,a006g000002FDAzAAO,9.39,77,2,Purchase,Rental,Apartment Low Rise,FALSE,Declined,62.4
1469086,Approved,Key Account,5,900,721,29,Commissions,Self-employed,33.8,a006g000002FDB0AAO,5.14,6,2,Equity Takeout,Rental,Single,TRUE,Declined,67.9
1030513,Approved,Non Key Account,2,632,523,4,Self-employed,Hourly,20.1,a006g000002FDB1AAO,4.29,56,2,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,85.8
1428497,Approved,Non Key Account,6,426,774,37,Hourly,Pension,39.2,a006g000002FDB2AAO,6.62,61,3,Refinance,Rent To Own,Row,FALSE,Declined,78.6
1358653,Approved,Non Key Account,4,597,446,49,Salary,Self-employed,58.1,a006g000002FDB3AAO,4.54,63,3,Refinance for Debt Consolidation,Rental,Semi-detached,TRUE,Declined,91.2
1001540,Watch List,Key Account,4,557,711,42,Other,Hourly,72,a006g000002FDB4AAO,8.52,12,1,Purchase Rent to Own,Owner,Semi-detached,FALSE,Approved,83.9
1418451,Watch List,Key Account,2,754,831,1,Contract,Pension,92.5,a006g000002FDB5AAO,7.39,7,1,Purchase,Owner,Single,FALSE,Declined,92.8
958693,Approved,Key Account,3,746,775,60,Hourly,Pension,10.6,a006g000002FDB6AAO,7.67,16,1,Refinance,Rental,Single,FALSE,Declined,64.6
630207,Deactivated,Non Key Account,3,512,685,12,Salary,Salary,63.2,a006g000002FDB7AAO,4.5,60,2,Purchase,Owner,Row,FALSE,Declined,75.4
1166436,Approved,Key Account,3,545,864,49,Commissions,Hourly,28.1,a006g000002FDB8AAO,6.37,55,3,Refinance for Debt Consolidation,Rental,Single,FALSE,Declined,85.6
635500,Approved,Key Account,4,631,536,23,Pension,Contract,95.5,a006g000002FDB9AAO,9.07,15,2,Purchase Rent to Own,Rental,Row,FALSE,Approved,96.2
1375432,Approved,Non Key Account,4,882,625,11,Hourly,Pension,84.5,a006g000002FDBAAA4,4.54,55,1,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,87.4
1218662,Approved,Non Key Account,4,639,543,54,Pension,Self-employed,19,a006g000002FDBBAA4,8.99,8,3,Purchase,Owner,Row,TRUE,Declined,45.4
542812,Approved,Key Account,5,537,896,6,Self-employed,Contract,88.4,a006g000002FDBCAA4,4.85,26,3,Purchase Rent to Own,Rental,Single,FALSE,Declined,93.2
1146070,Approved,Key Account,3,786,784,14,Pension,Other,53.1,a006g000002FDBDAA4,8.54,49,2,Purchase,Rental,Row,FALSE,Declined,70.5
497911,Watch List,Non Key Account,4,511,893,43,Pension,Hourly,81.6,a006g000002FDBEAA4,8.32,24,1,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,96.7
1175452,Approved,Key Account,4,802,542,26,Pension,Commissions,43.9,a006g000002FDBFAA4,9.65,55,2,Refinance,Owner,Semi-detached,FALSE,Approved,97.2
1229742,Approved,Non Key Account,5,414,579,55,Pension,Contract,14,a006g000002FDBGAA4,6.89,22,1,Purchase,Rent To Own,Single,FALSE,Declined,70.1
535201,Approved,Non Key Account,4,553,570,59,Self-employed,Contract,32.9,a006g000002FDBHAA4,7.9,40,2,Equity Takeout,Rental,Single,FALSE,Declined,52.2
960990,Approved,Key Account,4,757,590,46,Pension,Contract,10,a006g000002FDBIAA4,8.46,71,3,Purchase,Owner,Semi-detached,FALSE,Approved,39.8
364762,Approved,Non Key Account,2,900,822,19,Commissions,Other,15.3,a006g000002FDBJAA4,7.48,70,1,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,48.6
549951,Approved,Non Key Account,5,881,794,38,Other,Self-employed,70.2,a006g000002FDBKAA4,4.76,5,2,Refinance,Rental,Apartment High Rise,TRUE,Declined,90.4
849867,Approved,Non Key Account,4,749,529,29,Other,Hourly,12.2,a006g000002FDBLAA4,7.92,12,1,Refinance for Debt Consolidation,Rental,Row,FALSE,Approved,25.8
110307,Approved,Non Key Account,4,402,685,55,Self-employed,Hourly,92.8,a006g000002FDBMAA4,4.14,42,3,Refinance for Debt Consolidation,Rent To Own,Row,FALSE,Declined,97.1
573676,Watch List,Key Account,6,469,612,12,Hourly,Contract,66.2,a006g000002FDBNAA4,5.01,29,1,Refinance for Debt Consolidation,Rental,Single,FALSE,Declined,89.5
300302,Approved,Key Account,2,830,657,16,Commissions,Hourly,49,a006g000002FDBOAA4,7.39,55,1,Purchase Rent to Own,Rental,Row,FALSE,Declined,58.6
763688,Watch List,Non Key Account,4,889,447,4,Pension,Salary,26.1,a006g000002FDBPAA4,4.64,73,3,Equity Takeout,Owner,Semi-detached,FALSE,Declined,99.9
1058206,Approved,Non Key Account,5,533,472,32,Pension,Hourly,71.2,a006g000002FDBQAA4,4.13,78,3,Purchase Rent to Own,Rental,Row,FALSE,Declined,75.7
156297,Approved,Key Account,5,680,838,54,Hourly,Salary,48.1,a006g000002FDBRAA4,6.23,80,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,68.1
659971,Approved,Key Account,3,467,735,54,Pension,Pension,60.5,a006g000002FDBSAA4,7.67,59,2,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,89.6
1471887,Approved,Key Account,3,412,681,6,Self-employed,Self-employed,17,a006g000002FDBTAA4,6.7,68,2,Equity Takeout,Rental,Row,TRUE,Declined,56.2
667024,Approved,Non Key Account,4,438,652,0,Self-employed,Self-employed,22.6,a006g000002FDBUAA4,4.46,61,3,Refinance for Debt Consolidation,Owner,Semi-detached,TRUE,Approved,27.2
723693,Watch List,Key Account,3,541,802,34,Contract,Pension,14.5,a006g000002FDBVAA4,4.98,53,3,Purchase,Owner,Apartment High Rise,FALSE,Declined,91.1
1195824,Approved,Non Key Account,3,862,459,60,Hourly,Commissions,87.4,a006g000002FDBWAA4,4.97,8,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,95.7
1438005,Watch List,Non Key Account,2,459,763,42,Commissions,Salary,98,a006g000002FDBXAA4,4.69,58,2,Equity Takeout,Rental,Row,FALSE,Declined,98.4
664420,Approved,Key Account,4,743,541,41,Other,Self-employed,52.2,a006g000002FDBYAA4,8.09,18,1,Equity Takeout,Rental,Apartment Low Rise,TRUE,Declined,77.7
490505,Approved,Non Key Account,3,667,563,4,Salary,Other,34.8,a006g000002FDBZAA4,6.4,21,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,72.9
501982,Deactivated,Non Key Account,3,677,535,21,Salary,Pension,48.7,a006g000002FDBaAAO,8.96,64,3,Equity Takeout,Rental,Semi-detached,FALSE,Declined,56.2
1047287,Watch List,Key Account,2,870,621,8,Other,Pension,89.1,a006g000002FDBbAAO,6.36,18,3,Equity Takeout,Rental,Single,FALSE,Declined,95.3
602215,Approved,Non Key Account,4,852,505,56,Salary,Pension,20.6,a006g000002FDBcAAO,8.06,18,2,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,34.5
1406877,Approved,Non Key Account,3,603,751,41,Self-employed,Hourly,7.9,a006g000002FDBdAAO,6.61,26,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,61.8
476767,Approved,Key Account,5,507,695,42,Other,Self-employed,93.2,a006g000002FDBeAAO,6.43,42,3,Purchase Rent to Own,Rent To Own,Row,TRUE,Declined,95.9
1073755,Deactivated,Non Key Account,3,740,432,47,Commissions,Self-employed,83.2,a006g000002FDBfAAO,5.33,71,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,TRUE,Declined,87
545838,Deactivated,Non Key Account,3,421,802,37,Pension,Contract,44.6,a006g000002FDBgAAO,8.19,66,3,Purchase Rent to Own,Rental,Single,FALSE,Declined,62.6
740820,Approved,Non Key Account,2,829,644,20,Other,Hourly,10.8,a006g000002FDBhAAO,8.86,73,3,Refinance,Rental,Semi-detached,FALSE,Approved,65.4
1275176,Approved,Non Key Account,3,824,833,4,Salary,Salary,47.6,a006g000002FDBiAAO,4.11,11,2,Purchase,Rent To Own,Single,FALSE,Declined,95.8
1438950,Watch List,Key Account,4,440,810,24,Hourly,Contract,53,a006g000002FDBjAAO,4.32,61,2,Refinance,Rent To Own,Semi-detached,FALSE,Approved,94.9
1225785,Watch List,Key Account,4,702,654,26,Salary,Pension,67.4,a006g000002FDBkAAO,9.05,61,3,Equity Takeout,Rental,Row,FALSE,Declined,92.3
531495,Approved,Non Key Account,4,684,513,60,Self-employed,Pension,81.6,a006g000002FDBlAAO,9.49,28,1,Purchase,Rent To Own,Row,FALSE,Declined,100
1178748,Watch List,Non Key Account,3,693,635,2,Self-employed,Self-employed,79.7,a006g000002FDBmAAO,5.16,6,1,Equity Takeout,Owner,Apartment High Rise,TRUE,Declined,99.4
829924,Approved,Key Account,3,664,572,48,Contract,Self-employed,15.2,a006g000002FDBnAAO,9.21,32,1,Equity Takeout,Rent To Own,Semi-detached,TRUE,Declined,41.7
895595,Approved,Key Account,6,700,510,52,Hourly,Pension,26.6,a006g000002FDBoAAO,4.92,80,3,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Declined,71.6
1107809,Deactivated,Key Account,5,587,821,19,Commissions,Self-employed,6.7,a006g000002FDBpAAO,9.06,43,1,Refinance,Rental,Apartment Low Rise,TRUE,Declined,63.1
997163,Approved,Key Account,4,539,485,7,Self-employed,Contract,95.3,a006g000002FDBqAAO,6.78,30,3,Equity Takeout,Owner,Semi-detached,FALSE,Approved,95.5
1152480,Watch List,Key Account,4,689,556,38,Other,Contract,25.2,a006g000002FDBrAAO,5.61,73,1,Purchase,Owner,Single,FALSE,Declined,97.6
922682,Deactivated,Non Key Account,2,760,556,20,Commissions,Salary,62.9,a006g000002FDBsAAO,7.27,13,1,Purchase Rent to Own,Rental,Semi-detached,FALSE,Declined,72.6
1059593,Watch List,Non Key Account,4,542,511,19,Other,Pension,55.1,a006g000002FDBtAAO,6.24,31,1,Refinance,Rent To Own,Semi-detached,FALSE,Declined,62.9
1357084,Approved,Non Key Account,3,850,507,42,Hourly,Self-employed,78.2,a006g000002FDBuAAO,8.85,60,1,Purchase,Owner,Semi-detached,TRUE,Declined,85
1322792,Approved,Key Account,3,653,473,39,Hourly,Salary,89.4,a006g000002FDBvAAO,6.65,61,3,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,90.2
1388933,Deactivated,Key Account,1,781,679,32,Hourly,Pension,2,a006g000002FDBwAAO,8.01,44,2,Purchase,Owner,Apartment Low Rise,FALSE,Declined,41.7
1260090,Approved,Key Account,4,543,740,19,Pension,Self-employed,78.4,a006g000002FDBxAAO,4.63,44,2,Purchase Rent to Own,Rental,Row,TRUE,Declined,84.2
1343756,Watch List,Key Account,5,851,775,37,Pension,Hourly,99.2,a006g000002FDByAAO,8.96,45,1,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,99.2
946473,Watch List,Key Account,3,784,506,14,Commissions,Commissions,47.8,a006g000002FDBzAAO,6.26,6,1,Refinance for Debt Consolidation,Owner,Row,FALSE,Declined,60.8
1497353,Approved,Key Account,3,889,700,47,Commissions,Pension,12.1,a006g000002FDC0AAO,7.55,19,2,Equity Takeout,Rent To Own,Single,FALSE,Declined,87.9
1368775,Approved,Key Account,5,635,524,57,Pension,Hourly,73.8,a006g000002FDC1AAO,5.94,17,3,Refinance,Owner,Single,FALSE,Declined,96.3
1039575,Watch List,Key Account,3,808,815,12,Pension,Other,66.4,a006g000002FDC2AAO,7.76,33,1,Equity Takeout,Owner,Semi-detached,FALSE,Declined,76.9
1398753,Approved,Non Key Account,4,626,414,30,Commissions,Commissions,93.3,a006g000002FDC3AAO,6.43,61,2,Refinance,Rent To Own,Single,FALSE,Declined,98.8
1169075,Approved,Non Key Account,4,548,835,26,Other,Other,83.8,a006g000002FDC4AAO,6.32,51,1,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,94.4
492566,Approved,Non Key Account,3,488,418,43,Commissions,Self-employed,89.3,a006g000002FDC5AAO,4.27,40,1,Equity Takeout,Owner,Apartment High Rise,TRUE,Declined,92.3
951274,Watch List,Non Key Account,3,711,661,55,Other,Self-employed,61.3,a006g000002FDC6AAO,5.51,74,2,Equity Takeout,Rental,Apartment Low Rise,TRUE,Declined,89.2
302868,Approved,Non Key Account,5,464,586,54,Hourly,Self-employed,71.9,a006g000002FDC7AAO,7.57,44,3,Equity Takeout,Rent To Own,Single,TRUE,Declined,87.5
1271940,Watch List,Key Account,3,690,441,24,Hourly,Hourly,8.8,a006g000002FDC8AAO,5.79,5,2,Purchase Rent to Own,Rental,Apartment Low Rise,FALSE,Declined,91.3
751231,Approved,Key Account,3,487,442,41,Commissions,Self-employed,37.6,a006g000002FDC9AAO,4.72,27,1,Equity Takeout,Rent To Own,Apartment Low Rise,TRUE,Declined,56.1
533628,Approved,Key Account,3,770,848,57,Salary,Salary,8.2,a006g000002FDCAAA4,9.75,10,3,Purchase Rent to Own,Owner,Row,FALSE,Approved,20.1
205910,Watch List,Key Account,4,735,555,46,Hourly,Hourly,25.4,a006g000002FDCBAA4,9.7,70,1,Purchase,Rental,Apartment High Rise,FALSE,Approved,53.4
847394,Deactivated,Non Key Account,2,563,761,60,Other,Other,32,a006g000002FDCCAA4,8.98,61,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Declined,72.3
1179334,Approved,Key Account,5,454,612,4,Self-employed,Other,69.6,a006g000002FDCDAA4,9.36,30,1,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,90.4
802500,Approved,Key Account,2,719,853,44,Pension,Self-employed,52.7,a006g000002FDCEAA4,8.31,80,2,Refinance,Owner,Semi-detached,TRUE,Approved,84.1
972242,Approved,Key Account,3,865,667,32,Self-employed,Pension,22.1,a006g000002FDCFAA4,7.97,44,1,Refinance,Owner,Apartment High Rise,FALSE,Declined,84.8
296818,Approved,Non Key Account,5,665,468,17,Pension,Other,36.8,a006g000002FDCGAA4,9.25,41,1,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,83.7
302352,Watch List,Key Account,2,739,556,55,Self-employed,Salary,54.4,a006g000002FDCHAA4,4.96,19,3,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,89.7
1183800,Approved,Key Account,4,600,620,24,Pension,Commissions,84.6,a006g000002FDCIAA4,4.93,61,2,Purchase,Rental,Apartment Low Rise,FALSE,Declined,85.3
1454291,Approved,Key Account,4,588,675,17,Hourly,Hourly,45.6,a006g000002FDCJAA4,9.74,78,1,Purchase Rent to Own,Owner,Semi-detached,FALSE,Approved,87.7
551473,Deactivated,Non Key Account,4,693,489,53,Self-employed,Commissions,80.8,a006g000002FDCKAA4,4.43,64,3,Equity Takeout,Owner,Apartment Low Rise,FALSE,Declined,94.6
848586,Watch List,Non Key Account,2,563,827,8,Salary,Self-employed,4.2,a006g000002FDCLAA4,8.02,35,2,Purchase,Owner,Row,TRUE,Declined,34.1
1467344,Approved,Non Key Account,3,793,427,44,Self-employed,Hourly,26.1,a006g000002FDCMAA4,7.19,70,2,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,52.2
558888,Approved,Key Account,1,435,687,1,Pension,Hourly,0.3,a006g000002FDCNAA4,4.56,75,3,Purchase Rent to Own,Rent To Own,Row,FALSE,Approved,3.6
1382078,Approved,Key Account,2,624,636,4,Other,Commissions,37.4,a006g000002FDCOAA4,7.66,10,3,Refinance,Rental,Row,FALSE,Declined,65.1
801277,Watch List,Key Account,3,599,612,40,Self-employed,Contract,81.2,a006g000002FDCPAA4,6.26,76,2,Refinance,Rental,Single,FALSE,Declined,98.2
425863,Approved,Key Account,4,687,485,19,Contract,Pension,18.2,a006g000002FDCQAA4,6.94,59,2,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,83.7
904494,Approved,Key Account,6,687,498,36,Pension,Commissions,26.5,a006g000002FDCRAA4,5.35,65,3,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,44.5
1004647,Deactivated,Non Key Account,4,624,789,48,Other,Other,14.5,a006g000002FDCSAA4,4.43,35,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,90.3
556885,Approved,Key Account,5,406,738,8,Other,Other,24.5,a006g000002FDCTAA4,4.16,15,1,Equity Takeout,Rent To Own,Apartment High Rise,FALSE,Declined,48
